Date,Open,High,Low,Close,Adj Close,Volume
2016-05-24,240.399994,241.750000,240.300003,240.970001,211.629196,741200
2016-05-25,241.300003,241.559998,240.500000,240.839996,211.515015,737300
2016-05-26,240.589996,242.000000,240.110001,241.539993,212.129776,648700
2016-05-27,240.000000,240.820007,239.210007,240.089996,212.306671,794100
2016-05-31,239.740005,240.610001,236.149994,236.229996,208.893280,2546000
2016-06-01,236.229996,238.580002,235.360001,238.080002,210.529251,972700
2016-06-02,238.130005,238.250000,236.789993,237.830002,210.308212,921400
2016-06-03,237.580002,239.649994,236.229996,238.919998,211.272018,1516700
2016-06-06,238.520004,240.369995,238.520004,239.399994,211.696503,1154100
2016-06-07,240.199997,241.360001,239.410004,239.500000,211.784912,993000
2016-06-08,239.259995,240.750000,239.229996,240.380005,212.563110,918900
2016-06-09,240.050003,240.869995,240.000000,240.669998,212.819565,894100
2016-06-10,240.009995,241.699997,239.740005,240.580002,212.739944,760200
2016-06-13,240.009995,240.699997,237.910004,237.949997,210.414276,1073000
2016-06-14,237.779999,240.119995,237.250000,239.699997,211.961777,1220000
2016-06-15,240.110001,240.589996,239.229996,239.449997,211.740723,854200
2016-06-16,239.050003,240.449997,238.089996,239.869995,212.112122,1212300
2016-06-17,240.220001,240.220001,236.660004,237.559998,210.069443,1455700
2016-06-20,239.199997,239.800003,237.860001,238.639999,211.024445,1067000
2016-06-21,239.490005,239.850006,238.309998,238.550003,210.944885,928300
2016-06-22,238.949997,239.270004,238.039993,238.169998,210.608856,1001700
2016-06-23,239.789993,240.000000,238.179993,240.000000,212.227051,755800
2016-06-24,234.850006,242.869995,234.750000,239.699997,211.961777,3471200
2016-06-27,238.779999,239.970001,236.070007,239.289993,211.599228,1868200
2016-06-28,240.110001,240.960007,237.649994,240.910004,213.031784,1994700
2016-06-29,242.000000,244.690002,241.660004,244.080002,215.834946,1190000
2016-06-30,244.779999,248.720001,244.669998,248.169998,219.451630,2045600
2016-07-01,248.169998,249.919998,248.169998,249.350006,220.495087,1427800
2016-07-05,248.800003,250.380005,248.419998,249.509995,220.636581,1327600
2016-07-06,250.949997,251.320007,247.880005,250.080002,221.140610,1387400
2016-07-07,250.229996,251.220001,248.610001,249.770004,220.866470,961300
2016-07-08,250.779999,252.300003,248.500000,251.899994,222.749954,1082800
2016-07-11,252.380005,256.339996,251.919998,254.389999,224.951843,6337100
2016-07-12,255.639999,256.380005,254.029999,254.699997,225.225967,4167000
2016-07-13,255.100006,256.440002,254.919998,255.899994,226.287109,4781700
2016-07-14,257.190002,257.940002,254.699997,256.000000,226.375519,3323800
2016-07-15,257.109985,257.619995,256.100006,256.980011,227.242157,3460700
2016-07-18,257.779999,258.290009,255.300003,256.290009,226.632004,2345800
2016-07-19,258.540009,263.369995,252.100006,258.959991,228.992996,4980000
2016-07-20,259.320007,259.820007,255.889999,256.670013,226.968033,3361600
2016-07-21,257.489990,257.489990,251.600006,254.139999,224.730774,2733400
2016-07-22,254.600006,257.489990,253.050003,257.309998,227.533951,1864500
2016-07-25,256.820007,257.279999,254.720001,255.619995,226.039505,1295200
2016-07-26,255.619995,256.459991,253.830002,254.759995,225.279037,2121500
2016-07-27,255.470001,256.000000,253.029999,254.160004,224.748444,2593300
2016-07-28,254.199997,254.889999,252.050003,254.550003,225.093369,2716000
2016-07-29,254.500000,254.809998,252.699997,252.729996,223.483963,2178300
2016-08-01,252.630005,254.929993,252.300003,254.839996,225.349777,2782400
2016-08-02,254.169998,257.459991,252.729996,257.000000,227.259811,4770800
2016-08-03,257.510010,257.750000,254.750000,256.850006,227.127197,6827200
2016-08-04,257.649994,258.779999,256.140015,257.750000,227.922989,5720200
2016-08-05,259.140015,260.290009,257.630005,260.290009,230.169128,4418100
2016-08-08,260.000000,261.869995,258.790009,260.190002,230.080688,8743400
2016-08-09,260.429993,261.290009,259.179993,260.660004,230.496262,9900300
2016-08-10,259.820007,262.100006,259.070007,261.299988,231.062225,9565300
2016-08-11,261.500000,264.070007,260.149994,262.540009,232.158752,12648900
2016-08-12,262.489990,265.339996,261.670013,264.149994,233.582413,13962300
2016-08-15,264.220001,266.929993,264.200012,266.500000,235.660492,9143800
2016-08-16,265.230011,266.049988,254.440002,256.769989,227.056427,7884400
2016-08-17,256.700012,257.500000,251.550003,255.639999,226.057205,4381100
2016-08-18,255.639999,255.990005,254.100006,255.419998,225.862671,2596300
2016-08-19,254.729996,255.000000,252.699997,254.119995,224.713089,2412700
2016-08-22,254.369995,256.420013,253.750000,254.199997,224.783829,3791000
2016-08-23,255.240005,255.240005,248.139999,249.750000,220.848785,10627900
2016-08-24,248.759995,249.750000,244.800003,248.119995,219.407410,10559900
2016-08-25,247.610001,250.190002,246.000000,248.529999,219.769989,4383900
2016-08-26,249.000000,249.800003,243.649994,244.440002,216.153290,4697100
2016-08-29,245.000000,246.080002,244.039993,244.300003,216.029480,1637600
2016-08-30,242.649994,243.309998,238.850006,239.449997,213.180542,1887400
2016-08-31,239.000000,243.619995,238.600006,242.970001,216.314362,2890200
2016-09-01,243.130005,243.839996,241.899994,243.610001,216.884155,1337100
2016-09-02,243.750000,245.000000,242.259995,243.320007,216.625977,1492700
2016-09-06,244.240005,244.490005,242.259995,243.000000,216.341049,1599800
2016-09-07,242.160004,243.000000,241.149994,241.369995,214.889893,1245900
2016-09-08,240.490005,242.250000,240.000000,241.630005,215.121384,1249600
2016-09-09,240.139999,240.639999,237.889999,237.940002,211.836197,1574200
2016-09-12,236.500000,239.500000,235.279999,238.800003,212.601883,1822000
2016-09-13,237.669998,238.720001,237.000000,237.410004,211.364334,1609000
2016-09-14,237.410004,239.009995,236.910004,237.410004,211.364334,1494500
2016-09-15,237.410004,239.490005,236.699997,239.089996,212.860016,1267100
2016-09-16,238.419998,238.639999,237.250000,237.449997,211.399933,2892900
2016-09-19,239.300003,241.889999,239.080002,240.880005,214.453644,1456600
2016-09-20,241.350006,242.240005,240.479996,240.479996,214.097534,1007900
2016-09-21,241.139999,243.869995,240.619995,243.820007,217.071091,1660200
2016-09-22,244.949997,247.029999,244.740005,246.619995,219.563934,1173000
2016-09-23,246.080002,246.539993,244.639999,245.839996,218.869492,858800
2016-09-26,245.710007,247.479996,245.009995,245.529999,218.593521,880700
2016-09-27,246.039993,247.020004,245.300003,245.789993,218.824966,946500
2016-09-28,246.130005,246.960007,244.860001,245.750000,218.789368,1352500
2016-09-29,246.080002,246.080002,240.960007,242.339996,215.753464,1134100
2016-09-30,243.059998,243.470001,237.330002,239.720001,213.420914,2167000
2016-10-03,238.710007,241.300003,237.539993,240.580002,214.186554,1338300
2016-10-04,240.960007,241.050003,236.500000,237.100006,211.088348,1409600
